question_id,survey_id,source_question_order,family,normalized_text,answer_type,base_n,unique_values,recovery_status,reuse_status,adapt_for,caveat
q_154c8a2d3117,tally_w72GRP,21,other,19. В какой пекарне для вас самая комфортная атмосфера?,open,200,38,verified,adapt,,
q_5d9d90f130a0,tally_w72GRP,22,other,20. Как часто вы покупаете кофе в указанных сценариях?,open,200,37,verified,adapt,,
q_9cd6a9ecfb11,tally_w72GRP,23,other,21. Какой кофе вы выберете при указанных сценариях?,open,200,37,verified,adapt,,
q_1a506aef575b,tally_w72GRP,24,other,22. В каких сценариях вы покупаете следующую продукцию?,open,200,36,verified,adapt,,
q_ef2d0cef0fff,tally_w72GRP,25,other,23. Каких категорий продуктов вам не хватает в пекарнях?,open,200,33,verified,adapt,,
q_f5a684e1d4f5,tally_w72GRP,26,other,24. Важна ли для вас упаковка приобретенной в пекарне продукции?,open,200,34,verified,adapt,,
q_b2beacf4626a,tally_w72GRP,27,other,25. Какую выгоду от покупок в рамках программы лояльности вы хотели бы получать?,open,200,31,verified,adapt,,
q_f18b67c1af35,tally_w72GRP,28,other,2jNKoM,open,200,32,unreliable,source_check,,matrix/UUID needs form schema
q_3e624499c997,tally_w72GRP,29,other,26. Как часто вы посещаете кофейни в следующих сценариях?,open,200,33,verified,adapt,,
q_979a71a21140,tally_w72GRP,30,other,27. Какая атмосфера в кофейне для вас комфортна по будням и выходным?,open,200,35,verified,adapt,,
q_3731a3e2bd0c,tally_w72GRP,31,other,28. Какие у вас ожидания от посещения кофейни по будням и выходным?,open,200,29,verified,adapt,,
q_154bf4ab792a,tally_w72GRP,32,other,29. Какие кофейни вы знаете?,open,200,34,verified,adapt,,
q_b2abf7105499,tally_w72GRP,33,other,OQ57Va,open,200,37,unreliable,source_check,,matrix/UUID needs form schema
q_33a68f5dcdf0,tally_w72GRP,34,other,30. Какие city-кафе вы знаете?,open,200,34,verified,adapt,,
q_f187eec899b7,tally_w72GRP,35,other,PR5zP1,open,200,30,unreliable,source_check,,matrix/UUID needs form schema
q_841e7f5e91ed,tally_w72GRP,36,other,31. Какой формат пекарен вам нравится больше всего и почему?,multi,200,14,verified,adapt,,
q_a29db6000616,tally_w72GRP,37,other,ArLBe0,single,2,2,unreliable,source_check,,matrix/UUID needs form schema
q_f0c6417752fe,tally_w72GRP,38,other,35. Укажите ваш возраст:,open,200,21,verified,adapt,,
q_c95827ccc700,tally_w72GRP,39,other,36. Укажите ваш пол:,open,200,23,verified,adapt,,
q_015cba143b12,tally_w72GRP,40,other,37. Чем вы занимаетесь?,open,200,27,verified,adapt,,
q_f8508da911df,tally_w72GRP,41,other,"38. Укажите, пожалуйста, уровень дохода вашей семьи",open,200,24,verified,adapt,,
q_f4f769c89429,survey_e5dd2ce96ea5,1,other,ID ответа,numeric,201,201,verified,adapt,,
q_97db2084500c,survey_e5dd2ce96ea5,2,other,Дата ответа,open,201,186,verified,adapt,,
q_27e59f55d410,survey_e5dd2ce96ea5,3,other,Затраченное время,open,201,174,verified,adapt,,
q_784c0d319e9c,survey_e5dd2ce96ea5,4,other,Источник ответа,single,201,3,verified,adapt,,
q_784c0d319e9c,survey_e5dd2ce96ea5,5,other,Источник ответа,single,201,3,verified,adapt,,
q_2d6bdce58f99,survey_e5dd2ce96ea5,6,other,Респондент,open,201,201,verified,adapt,,
q_7ee28674ea0d,survey_e5dd2ce96ea5,7,other,IP-hash,open,201,199,verified,adapt,,
q_d49d07a8d3f0,survey_e5dd2ce96ea5,8,other,UA-hash,open,201,103,verified,adapt,,
q_9226cd61c5e9,survey_e5dd2ce96ea5,9,other,Устройство,single,201,3,verified,adapt,,
q_49e043e99f79,survey_e5dd2ce96ea5,10,other,Логин,unknown,0,0,verified,adapt,,
q_20fd0bbdb255,survey_e5dd2ce96ea5,11,other,Страница 1,single,202,6,verified,adapt,,
q_efa56de4b451,survey_e5dd2ce96ea5,12,other,Страница 2,open,202,63,verified,adapt,,
q_8bee4dbeb3c6,survey_e5dd2ce96ea5,13,other,Страница 3,open,202,171,verified,adapt,,
q_537f3ee376e2,survey_e5dd2ce96ea5,14,other,Страница 4,open,202,119,verified,adapt,,
q_d8188f922e60,survey_e5dd2ce96ea5,15,other,Страница 5,single,203,7,verified,adapt,,
q_344acfa63435,survey_e5dd2ce96ea5,16,other,Страница 6,single,203,7,verified,adapt,,
q_f82e2de9333a,survey_e5dd2ce96ea5,17,other,Страница 7,single,77,2,verified,adapt,,
q_0461a963cab3,survey_e5dd2ce96ea5,18,other,Страница 8,single,202,4,verified,adapt,,
q_5a0d56d88e43,survey_e5dd2ce96ea5,19,other,Страница 9,open,202,139,verified,adapt,,
q_4c04ac6ef8df,survey_e5dd2ce96ea5,20,other,Страница 10,single,202,6,verified,adapt,,
q_f16322d03ef5,survey_674b0a7f7320,1,other,ID ответа,numeric,63,63,verified,adapt,,
q_f5c81a4648cc,survey_674b0a7f7320,2,other,Дата ответа,open,63,63,verified,adapt,,
q_ab37926f5218,survey_674b0a7f7320,3,other,Затраченное время,open,63,60,verified,adapt,,
q_55ac6ec38e76,survey_674b0a7f7320,4,other,Источник ответа,single,63,2,verified,adapt,,
q_55ac6ec38e76,survey_674b0a7f7320,5,other,Источник ответа,single,63,2,verified,adapt,,
q_28b5078c2569,survey_674b0a7f7320,6,other,Респондент,open,63,63,verified,adapt,,
q_67156feb00ea,survey_674b0a7f7320,7,other,IP-hash,open,63,63,verified,adapt,,
q_4a3ae144cc1d,survey_674b0a7f7320,8,other,UA-hash,open,63,40,verified,adapt,,
q_363108f578db,survey_674b0a7f7320,9,other,Устройство,single,63,2,verified,adapt,,
q_68600fc671b7,survey_674b0a7f7320,10,other,Логин,unknown,0,0,verified,adapt,,
q_126917176c5d,survey_674b0a7f7320,11,other,Страница 1,single,64,3,verified,adapt,,
q_a89f3638ff23,survey_674b0a7f7320,12,other,Страница 2,single,64,7,verified,adapt,,
q_51e034cb30cd,survey_674b0a7f7320,13,other,Страница 3,single,5,2,verified,adapt,,
q_e70d567ba23c,survey_674b0a7f7320,14,other,Страница 4,single,64,8,verified,adapt,,
q_5bf5b08feea7,survey_674b0a7f7320,15,other,Страница 5,single,2,2,verified,adapt,,
q_7c8626a93e26,survey_674b0a7f7320,16,other,Страница 6,single,56,3,verified,adapt,,
q_d9d5f33f62df,survey_674b0a7f7320,17,other,Страница 7,single,5,2,verified,adapt,,
q_ce1a69b01acb,survey_674b0a7f7320,18,other,Страница 8,open,64,55,verified,adapt,,
q_f114e178d35e,survey_674b0a7f7320,19,other,Страница 9,single,27,2,verified,adapt,,
q_c5c9d70e493c,survey_674b0a7f7320,20,other,Страница 10,single,34,2,verified,adapt,,
q_edb16b5018b9,survey_674b0a7f7320,21,other,Страница 11,single,64,6,verified,adapt,,
q_42eb20549e0d,survey_674b0a7f7320,22,other,Страница 12,single,16,2,verified,adapt,,
q_72c1c68ce538,survey_29b4c05c8650,1,other,ID ответа,numeric,36,36,verified,adapt,,
q_d42687aa496e,survey_29b4c05c8650,2,other,Дата ответа,open,36,35,verified,adapt,,
q_90c0fbd24bbc,survey_29b4c05c8650,3,other,Затраченное время,open,36,36,verified,adapt,,
q_4d4f7972bf0b,survey_29b4c05c8650,4,other,Источник ответа,single,36,2,verified,adapt,,
q_4d4f7972bf0b,survey_29b4c05c8650,5,other,Источник ответа,single,36,2,verified,adapt,,
