pattern_id,survey_id,input_signal,slide_type,example_title,reuse_condition
sp_cacdfdfbf0fc,tally_nP6Jkx,channel,channel/trust map,channel/trust map: Было бы вам интересно иметь возможность взять рассрочку в приложении вашего банк,Use for B2C Choice / finance when channel is decision-relevant.
sp_dada6112f4b1,tally_nP6Jkx,scenario,JTBD map,JTBD map: В каком сценарии вы прибегаете к рассрочкам:,Use for B2C Choice / finance when scenario is decision-relevant.
sp_01d7a5eef907,tally_nP6Jkx,behavior,behavior baseline,"behavior baseline: Кредитку оформляли в то же банке, что и дебетовую карту или специально пошли на ",Use for B2C Choice / finance when behavior is decision-relevant.
sp_40617d216ebe,tally_nP6Jkx,WTP,price ladder,price ladder: Сколько у вас вкладов,Use for B2C Choice / finance when WTP is decision-relevant.
sp_dbf8ee2f3a2a,tally_nP6Jkx,scenario,JTBD map,JTBD map: С какой целью вы открывали вклады?,Use for B2C Choice / finance when scenario is decision-relevant.
sp_e4b6f90cf18f,tally_nP6Jkx,channel,channel/trust map,channel/trust map: Осуществляете ли вы инвестиционную деятельность через приложение вашего банка?,Use for B2C Choice / finance when channel is decision-relevant.
sp_12f9d4c36a89,tally_nP6Jkx,channel,channel/trust map,channel/trust map: Интересует ли вас инвестиционная деятельность внутри приложения банка?,Use for B2C Choice / finance when channel is decision-relevant.
sp_499fe8716774,tally_nP6Jkx,channel,channel/trust map,channel/trust map: Было бы вам интересно оформлять страхование прямо внутри приложения банка?,Use for B2C Choice / finance when channel is decision-relevant.
sp_7c8a7a8b21b6,tally_nP6Jkx,channel,channel/trust map,channel/trust map: Оформлена ли у Вас подписка в приложении банка?,Use for B2C Choice / finance when channel is decision-relevant.
sp_3306213897f3,tally_nP6Jkx,factor,factor hierarchy,"factor hierarchy: Оцените от 1 до 5 важность факторов выбора Х, где 1 – это незначимый фактор, а 5",Use for B2C Choice / finance when factor is decision-relevant.
sp_498f6eb5b99b,tally_nP6Jkx,awareness,brand funnel,brand funnel: Какие Банки вы знаете?,Use for B2C Choice / finance when awareness is decision-relevant.
sp_a1206185f92a,tally_nP6Jkx,WTP,price ladder,"price ladder: Какие банки, на ваш взгляд, предоставляют услуги по доступным ценам?",Use for B2C Choice / finance when WTP is decision-relevant.
sp_f071cf5b934b,tally_nP6Jkx,frequency,behavior baseline,"behavior baseline: Как часто в месяц Вы обращаетесь к поддержке банка для того, чтобы обсудить/зада",Use for B2C Choice / finance when frequency is decision-relevant.
sp_a1fa41622443,tally_wADybN,scenario,JTBD map,"JTBD map: 6. В компании решения принимаются всегда по всем известным, общепринятым правила",Use for Internal Employee / HR/EVP when scenario is decision-relevant.
sp_8732dc490af0,tally_wADybN,behavior,behavior baseline,behavior baseline: 2. Инновации и приобретение знаний,Use for Internal Employee / HR/EVP when behavior is decision-relevant.
sp_755bc6be8a8a,tally_wADybN,behavior,behavior baseline,behavior baseline: 10. Инновации и приобретение знаний,Use for Internal Employee / HR/EVP when behavior is decision-relevant.
sp_6ded1ff71953,tally_wkYYpR,barrier,barrier map,barrier map: 2. По какой причине вы чаще всего посещаете клинику?,Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_3cfa4949460f,tally_wkYYpR,behavior,behavior baseline,behavior baseline: 3. Каким образом вы чаще всего приходите к пониманию необходимости посетить врач,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_7bb8c54508a0,tally_wkYYpR,factor,factor hierarchy,factor hierarchy: 6. Считаете ли вы важным проходить чекапы и комплексные программы лечения?,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_67298b874e38,tally_wkYYpR,behavior,behavior baseline,behavior baseline: 9 В каком формате вы обычно посещаете частные клиники?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_54e0a8334e8e,tally_wkYYpR,behavior,behavior baseline,"behavior baseline: 11 Перечислите клиники, которые посещали в течение года",Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_b769d646229c,tally_wkYYpR,factor,factor hierarchy,"factor hierarchy: 13 Какую клинику вы выберете, если вам важна многопрофильность и возможность зак",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_e2d56e86aa24,tally_wkYYpR,factor,factor hierarchy,"factor hierarchy: 24 Оцените от 1 до 5 важность факторов выбора клиники, где 1 – это незначимый фа",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_906e2db29b8d,tally_wkYYpR,barrier,barrier map,barrier map: 26 По какой причине решили продолжить лечение в другой клинике?,Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_28c07dd55b72,tally_wkYYpR,behavior,behavior baseline,behavior baseline: 36 В каких случаях вы выберете посещение другой клиники?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_3c2705821058,tally_wkYYpR,factor,factor hierarchy,factor hierarchy: 37 Готовы ли Вы рекомендовать услуги клиники “К+31” друзьям/родственникам/коллег,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_e7a31740e955,tally_wkYYpR,factor,factor hierarchy,factor hierarchy: 38. Оцените качество сервиса в рамках стационарных услуг (оценка от 1 до 10),Use for B2C Choice / healthcare when factor is decision-relevant.
sp_af6aac1e7f9b,tally_wkYYpR,factor,factor hierarchy,factor hierarchy: 39 Оцените качество лечения в рамках стационарных услуг (оценка от 1 до 10),Use for B2C Choice / healthcare when factor is decision-relevant.
